"""Creating an Elevator Pitch""",100
"""Creating Effective Sales Proposals""",100
"""Creating Focus During Change""",100
"""Creating Great Customer Conversations""",100
"""Creating Passwords""",100
"""Creative Leadership for Managers, Supervisors and Team Leaders             """,100
"""Creative Problem Solving and Strategic Thinking                            """,100
"""Creative Ways to Reward and Motivate Employees""",100
"""Credit Card Receivables Securitization""",100
"""Credit Exposure""",100
"""Credit Union Regulations""",100
"""Criteria for Performance Excellence""",100
"""Criticism & Discipline Skills for Managers and Supervisors""",100
"""Criticism & Discipline Skills for Managers and Supervisors                 """,100
"""CRM in Real Time""",100
"""Cross Selling""",100
"""Crystal Reports XI""",100
"""CSA Part 1""",100
"""Customer CEO""",100
"""Customer Experience""",100
"""Customer Loyalty""",100
"""Customer Relationship Management""",100
"""Customer Sense""",100
"""Customer Service Basics""",100
"""Customer Service Later""",100
"""Customer Service: Cutting Expenses""",100
"""Customer Service: Do They Like You""",100
"""Customer Service: The Next Level""",100
"""Customize Your Environment in Microsoft Excel 2013""",100
"""Daily Leadership Checklist""",100
"""Dangerous Customer Service""",100
"""Dealing with Anger and Emotions: Quick Tips""",100
"""Dealing with Competition""",100
"""Dealing with Customers Lawfully: A Rapid Skill Builder Booklet""",100
"""Dealing with Difficult People                                              """,100
"""Dealing with Difficult Students""",100
"""Dealing with Diversity""",100
"""Dealing with Resistance""",100
"""Decision Makers and DM Processes""",100
"""Defensive Driving""",100
"""Defensive Driving: Basics Part 1""",100
"""Defensive Driving: Basics Part 2""",100
"""Defensive Driving: Driving Distractions""",100
"""Defensive Driving: Road Rage""",100
"""Defining Moments""",100
"""Delight Your Customers""",100
"""Delivering a Powerful Customer Experience""",100
"""Delivering Knock Your Socks Off Service""",100
"""Depreciation Accounting""",100
"""Deskercises: Simple, Cardio, and Core""",100
"""Determining Customer Needs""",100
"""Developing an Effective Safety Culture""",100
"""Developing Emotional Intelligence                                          """,100
"""Developing the Right Mindset""",100
"""Developing Your Territory: Building the Sales Plan""",100
"""Disability Discrimination and Accommodation for Managers""",100
"""DISC Styles: C""",100
"""DISC Styles: D""",100
"""DISC Styles: I""",100
"""DISC Styles: S""",100
"""DISC: Determine Styles of Others""",100
"""DISC: Introduction""",100
"""DISC: Questionnaire""",100
"""DISC: Understanding DISC Styles""",100
"""Disclosing Protected Health Information and HIPAA""",100
"""Discover the Power of Crystal Reports                                     """,100
"""Discrimination: The Protected Classes""",100
"""Diversity - Inclusive Leadership: Facilitating Training""",100
"""Diversity - Inclusive Leadership: Setting the Stage""",100
"""DO IT! Marketing""",100
"""Don't Press Send""",100
"""Do's & Don'ts of Records Retention and Destruction""",100
"""DOT: Hazardous Materials Transportation""",100
"""DOT: Loading and Unloading""",100
"""DOT: Packaging""",100
"""DOT: Shipping Papers""",100
"""Download ConceptDraw - Windows""",100
"""Draft and Direct Collections""",100
"""Dreamweaver CS5: Advanced""",100
"""Dreamweaver CS5: Basic""",100
"""Dreamweaver CS6 - Building A Simple Web Site Training""",100
"""Dreamweaver CS6: Advanced""",100
"""Dreamweaver CS6: Basic""",100
"""Duration IV""",100
"""Easy E-Newsletters""",100
"""Effective and Appropriate Email Use""",100
"""Effective Delegation Skills""",100
"""Effective Inventory Management""",100
"""Effective Network Security""",100
"""Effective Performance Reviews""",100
"""Effective Performance Reviews: Handling a Bad Performance Review""",100
"""Effective Performance Reviews: Performance Reviews for Managers""",100
"""Effective Prospecting""",100
"""Effective Techniques for Dealing with Difficult Customers""",100
"""Electrical Safety Awareness""",100
"""Electronic Record Keeping for HR Professionals""",100
"""Elements of Financial Statement""",100
"""Eliminate the Confusion of FMLA""",100
"""Elite!""",100
"""Email and Business Writing                                                 """,100
"""Email Marketing Strategies""",100
"""Email Metrics 101""",100
"""Emergency Exits""",100
"""Emotional Intelligence for Sales Success""",100
"""Emotional Intelligence: Developing Effective Relationships""",100
"""Emotional Intelligence: Developing Empathy""",100
"""Emotional Intelligence: Developing Self-Awareness""",100
"""Emotional Intelligence: Developing Self-Regulation""",100
"""Emotional Intelligence: Developing Social Motivation""",100
"""Emotional Intelligence: Related Programs for Improving E-IQ""",100
"""Emotional Intelligence: What is Emotional Intelligence?""",100
"""Employee Discipline for Managers and Supervisors""",100
"""Employee Engagement: Creating an Engaged Organization""",100
"""Employee Engagement: Managing for Engagement""",100
"""Employee Engagement: Ridiculous or Strategic?""",100
"""Employee Privacy""",100
"""Enterprise - Wide Risk Management (ERM)""",100
"""Epson Projector Remotes""",100
"""EQ Toolbox: Becoming Socially Aware""",100
"""EQ Toolbox: How to be More Self-Aware""",100
"""Equity Options""",100
"""eReaders: Getting to Know Your Device (iPad)""",100
"""Ergonet: A Personal Assessment""",100
"""Ergonet: A Training Guide for Healthy Office Work""",100
"""Ergonomics for Manufacturing""",100
"""Essential Skills for the First-Time Manager or Supervisor                  """,100
"""Establishing a System of Policies and Procedures""",100
"""Estimation of Working Capital Requirements""",100
"""Ethics and Business Conduct""",100
"""Ethics for Everyone""",100
"""Ethics For Managers""",100
"""Ethics for Managers: Controlling Employee Behavior""",100
"""Ethics for Managers: Leadership To Dos""",100
"""Ethics for Managers: Why Traditional Approaches Don't Work""",100
"""Ethics in the Workplace""",100
"""Ethics: A Manager's Perspective""",100
"""Ethics: An Employee's Perspective""",100
"""European Option Pricing""",100
"""Evaluate Your Performance""",100
"""Event Planning --  A One-Day Workshop                                      """,100
"""Excel 2007/2010: Beyond the Basics                                        """,100
"""Explore and Experience Microsoft Office 2010""",100
"""Facebook for Educators""",100
"""Facebook Marketing                                                        """,100
"""Facilities Management""",100
"""Facilities Management - A 2-Day Comprehensive Course                       """,100
"""Fair Debt Collection Practices Act""",100
"""Fair Labor Standards Act""",100
"""Fair Labor Standards Act Part 1""",100
"""Fair Labor Standards Act Part 2""",100
"""Fall Protection""",100
"""Family Medical Leave Act""",100
"""Feedback Surveys: Planning""",100
"""Feedback Surveys: Response Formats""",100
"""Feedback Surveys: Satisfaction Items""",100
"""Feedback Surveys: Writing Statements""",100
"""Feedback: Basics""",100
"""Feedback: Complaint Tracking""",100
"""Feedback: Interviews""",100
"""Field Tested""",100
"""Finalization of Accounts""",100
"""Finance and Accounting for Non-Financial People                            """,100
"""Financial Reporting Standards""",100
"""Financial Statement Analysis - 1""",100
"""Financial Statements - A Preview""",100
"""Financially Speaking - 3 Financial Statements""",100
"""Finding Opportunities""",100
"""Fire Extinguisher Safety""",100
"""Fire Safety Prevention""",100
"""First Aid - Bites""",100
"""First Aid - Broken Bones""",100
"""First Aid - Burns""",100
"""First Aid - Choking""",100
"""First Aid - Cuts and Scrapes""",100
"""First Aid - Introduction""",100
"""Fixed Income Markets Overview""",100
"""Floor Plan Lending""",100
"""FLSA Rules, Regulations and Classification Standards""",100
"""FMLA Compliance                                                            """,100
"""Forklift Safety: Part 1""",100
"""Forklift Safety: Part 2""",100
"""Forklift Safety: Part 3""",100
"""Fred Pryor on Leadership""",100
"""Fuel Savings: ej4 Driving School""",100
"""Fuel Savings: Oil, Tune and Tires""",100
"""Fuel Savings: Order Accuracy""",100
"""Fundamentals of Project Management""",100
"""Fundamentals of Project Management (2-Day)                                 """,100
"""Generate and Evaluate""",100
"""Generations at Work""",100
"""Get Rid of Time-Off Ted, Attitude Alice and Slacker Sam""",100
"""Getting Creative""",100
"""Getting Past the Gatekeeper""",100
"""Getting Started with Google Docs(TM)""",100
"""Global Vehicular Network""",100
"""Goal Setting in the Workplace""",100
"""Goals and Investment Objectives""",100
"""Goal-Setting""",100
"""Going from Coworker to Boss""",100
"""Gold Start""",100
"""Google Docs(TM) - A Focus on Spreadsheets-Advanced""",100
"""Google Docs(TM) - A Focus on Spreadsheets-Intro""",100
"""Google Sites(TM)""",100
"""Gorgeous, Sexy, and Rich""",100
"""Gotchas!""",100
"""Government's Place in the Market""",100
"""Graphics and Effects""",100
"""Great Grammar and Painless Proofreading""",100
"""Great Layout & Design: Tips, Tricks and the Latest Trends""",100
"""Great Legal Marketing""",100
"""Group Insurance""",100
"""Guerrilla Facebook Marketing""",100
"""Handbook for Strategic HR""",100
"""Handling Angry Callers""",100
"""Handling Conflict: An Employees' Guide""",100
"""Handling Consumer Complaints""",100
"""Handling Customer Complaints in Hospitality""",100
"""Handling References""",100
"""Handling Tough Customers""",100
"""Hazard Communication - Material Safety Data Sheet""",100
"""Hazard Communication - Your Right To Know""",100
"""Hazard Communication OSHA Changes""",100
"""Hazardous Energy Control""",100
"""Hazardous Waste Management""",100
"""HAZCOM Compliance: What You Need to Know""",100
"""Health, Long-term Care and Disability Insurance""",100
"""Healthy Communication: Everyone's OK""",100
"""Healthy Communication: Hired to Win""",100
"""Healthy Communication: How We Recognize Each Other""",100
"""Helping Employees Use Their Time Wisely""",100
"""High Impact Visual Aids""",100
"""HIPAA Hitech Business Associates Part 1""",100
"""HIPAA Hitech Individual Rights""",100
"""HIPAA Hitech Introduction""",100
"""HIPAA: Background""",100
"""HIPAA: Disclosing PHI""",100
"""HIPAA: HHS Requirements""",100
"""HIPAA: Minimum Necessary""",100
"""HIPAA: PHI""",100
"""HIPAA: Protecting PHI""",100
"""HIPAA: Security Rule""",100
"""HIPAA: Summary""",100
"""Home Mortgage Disclosure Act""",100
"""Hostility, Harassment, and Workplace Headaches""",100
"""How Do You Know What You Don't Know?""",100
"""How to Avoid Discrimination Claims""",100
"""How to Avoid the Most Common Mistakes New Managers Make""",100
"""How to Bargain & Negotiate with Vendors & Suppliers                        """,100
"""How to Bargain Better with Vendors and Suppliers""",100
"""How to be a Followable Leader""",100
"""How to be a Followable Leader Part 2""",100
"""How to Communicate with Tact and Professionalism (2-day)                   """,100
"""How to Connect a Social Media Flowchart with Action Mind Maps""",100
"""How to Connect Dashboard with Data""",100
"""How to Create a Social Media Flowchart""",100
"""How to Create Different UML Diagrams""",100
"""How to Deal with Employee Complaints and Concerns""",100
"""How to Deal With Unacceptable Employee Behavior                            """,100
"""How to Deliver Effective Online Customer Support""",100
"""How to Deliver Exceptional Customer Service                                """,100
"""How to Deliver Presentations with Ease and Confidence                      """,100
"""How to Design Eye-Catching Brochures, Newsletters, Ads, and Reports        """,100
"""How to Develop and Administer a Budget                                     """,100
"""How to Effectively Employ Online Training""",100
"""How to Hire the Right People""",100
"""How to Leave Phone Messages that Get Returned""",100
"""How to Legally Terminate Employees on Leave""",100
"""How to Lower Your Energy Bills: Creating a Comprehensive Energy Savings Plan""",100
"""How to Lower Your Energy Bills: Saving Fuel Costs""",100
"""How to Make a Mind Map Presentation from a MS PowerPoint Presentation""",100
"""How to Make UML Diagrams""",100
"""How to Manage Emotions in the Workplace""",100
"""How to Manage Your Time Effectively""",100
"""How to Motivate Employees""",100
"""How to Overcome Disruptive Workstyle Differences""",100
"""How to Present a Social Media Response Plan to Your Team""",100
"""How to Read and Understand Financial Statements""",100
"""How to Read and Understand Financial Statements                            """,100
"""How to Reduce Missed Medical Appointments""",100
"""How to Resolve Customer Complaints on the Spot""",100
"""How to Retain Your Best and Brightest Employees""",100
"""How to Sell More""",100
"""How to Sit Correctly""",100
"""How to Succeed as a One Person HR Department""",100
"""How to Supervise Bad Attitudes & Negative Behaviors""",100
"""How to Supervise People                                                    """,100
"""How to Understand and Administer a Budget""",100
"""How to Use QuickBooks                                                     """,100
"""How to Work a Room - Part 1""",100
"""How to Write Comprehensive Policies and Procedures""",100
"""HTML Basics""",100
"""HTML5 & CSS3 Basics""",100
"""HTML5: Advanced""",100
"""HTML5: Basic""",100
"""Human Resources for Anyone with Newly Assigned HR Responsibilities         """,100
"""Human Resources in Research and Practice""",100
"""Human Resources Law""",100
"""Human Resources Law Update""",100
"""Identifying and Developing Leverage""",100
"""Illustrator CS5 Advanced Mac""",100
"""Illustrator CS6: Advanced""",100
"""Illustrator CS6: Basic""",100
"""Immersion""",100
"""iMovie '11""",100
"""Improve Your Memory, Improve Your Productivity""",100
"""Improve Your Project Management""",100
"""Improving Customer Service: A Rapid Skill Builder Booklet""",100
"""Improving Sales with the Sales Cycle""",100
"""Incident Command""",100
"""Increasing Search Engine Optimization""",100
"""InDesign CS6 Creating a Simple Newsletter""",100
"""InDesign CS6 Intro Mac""",100
"""InDesign CS6: Advanced""",100
"""InDesign CS6: Basic""",100
"""InDesign CS6: Intermediate""",100
"""Inflation""",100
"""Information Technology Infrastructure Library (ITIL 2011)""",100
"""Internal Control System""",100
"""International Payment Terms""",100
"""Interpersonal Communication""",100
"""Interviewing Checklist""",100
"""Introduction to Accident Investigation""",100
"""Introduction to Accounting""",100
"""Introduction to Banking""",100
"""Introduction to Bookkeeping and Accounting""",100
"""Introduction to California Anti-Harassment""",100
"""Introduction to Financial Statements - Balance Sheet: Assets""",100
"""Introduction to Financial Statements - Balance Sheet: Liabilities""",100
"""Introduction to Financial Statements - Balance Sheet: Overview of a Balance Sheet""",100
"""Introduction to Marketing""",100
"""Introduction to Negotiating""",100
"""Introduction to Operational Risk""",100
"""Introduction to Personal Computers, Windows 7 Edition""",100
"""Inventory Accounting""",100
"""IRS 1099 2013 Update""",100
"""IRS 1099: 2014 Update""",100
"""ISACA Certified Information Systems Auditor - CISA""",100
"""It's About Time""",100
"""It's About Time (Spanish)""",100
"""Journey to Lean""",100
"""jQuery & JavaScript Basics""",100
"""Keep Your Cool: Attitude""",100
"""Key Account Selling Worksheet""",100
"""Laboratory Safety""",100
"""Ladder Safety""",100
"""Landing the Job: Interview Techniques""",100
"""Laptops and Mobile Device Tips""",100
"""Lead with Your Customer""",100
"""Leaders Working with Leaders: Building Your Team""",100
"""Leadership, Team-Building and Coaching Skills for Managers and Supervisors """,100
"""Leading a High-Performance Team""",100
"""Leading a High-Performance Team (Spanish)""",100
"""Leading HR""",100
"""Lean but Agile""",100
"""Legally Firing""",100
"""Legally Hiring""",100
"""Legally Terminate Employees: 10 Critical Things You Must Know""",100
"""Lifetime Customer Value""",100
"""Living Large on Less""",100
"""Lockout Tagout""",100
"""Logic: A Roadblock?""",100
"""Logistics Operations and Management""",100
"""Long-Term Development""",100
"""Lose the Meeting Blues""",100
"""Love 'em or Lose 'em""",100
"""Lower Your Call Center Costs""",100
"""Mac OS X 10.5 Leopard Orientation""",100
"""Machine Guard""",100
"""Maintaining a Drug-Free Workplace: Employee Edition""",100
"""Maintaining a Drug-Free Workplace: Manager's Edition""",100
"""Make More Money""",100
"""Making the Transition from Staff to Supervisor                             """,100
"""Making the Transition from Staff to Supervisor for Nurses""",100
"""Management & Leadership Skills for New Managers and Supervisors (2-Day)    """,100
"""Management Basics""",100
"""Management Competence""",100
"""Management of Bond Fund Portfolio""",100
"""Management of Cash""",100
"""Management of Inventory""",100
"""Management Skills for Secretaries, Admin Assistants, & Support Staff       """,100
"""Managers as Mentors""",100
"""Manager's Guide to Employee Performance Improvement""",100
"""Manager's Guide to the Americans with Disabilities Act""",100
"""Manager's Toolbox: Employee Termination Checklist""",100
"""Managing an Age Diverse Workforce""",100
"""Managing Challenging Clients""",100
"""Managing Conflict Step-by-Step""",100
"""Managing Conflict: A Collaborative Approach""",100
"""Managing Different Generations""",100
"""Managing Emotions Under Pressure                                           """,100
"""Managing for Accountability""",100
"""Managing Human Resources for the Millennial Generation""",100
"""Managing Information Overload""",100
"""Managing Multiple Priorities, Projects and Deadlines                       """,100
"""Managing People Offsite""",100
"""Managing the Front Desk""",100
"""Managing Workplace Safety and Health""",100
"""Managing Your Time""",100
"""Marketing Greatest Hits""",100
"""Marketing Plans""",100
"""Mastering Microsoft Excel(2 day)                                         """,100
"""Maximizing Employee Performance""",100
"""Maximizing Employee Performance (Spanish)""",100
"""Measuring for Success""",100
"""Medical Records and Patient Information Distribution""",100
"""Meeting the Delegation Challenge""",100
"""Mentoring: How to be a Mentor""",100
"""Mentoring: How to be a Protege""",100
"""Mentoring: Mentoring Meeting Guidelines""",100
"""Mentoring: The What and the Why""",100
"""Mentoring: What is Mentoring?""",100
"""Mentoring: Why a Mentoring Program?""",100
"""Microsoft 70-236 TS: Configuring Exchange Server 2007""",100
"""Microsoft 70-243: Administering and Deploying System Center 2012 Configuration Manager""",100
"""Microsoft 70-341: Core Solutions of Exchange Server 2013""",100
"""Microsoft 70-433 TS: SQL Server 2008, Database Development""",100
"""Microsoft 70-450 PRO: Designing, Optimizing and Maintaining a Database Administration Solution Using SQL Server 2008""",100
"""Microsoft 70-451 PRO: Designing Database Solutions and Data Access Using Microsoft SQL Server 2008""",100
"""Microsoft 70-461 Querying SQL Server 2012""",100
"""Microsoft 70-462 Administering SQL Server 2012 Databases""",100
"""Microsoft 70-483: Programming in C#.Net""",100
